account_id,industry,country,anciennete_mois,churn,nb_changements_plan,mrr_moyen,nb_sieges_max,downgrade_detecte,auto_renew_flag,est_enterprise,nb_tickets_total,nb_tickets_critiques,satisfaction_moyenne,delai_resolution_moyen,ratio_tickets_critiques,usage_total_count,nb_features_uniques,jours_depuis_derniere_activite,usage_moyen_3mois,tendance_usage
A-712426,HealthTech,US,1.4,1,2.0,842.3076923076923,119.0,0.0,1.0,0.0,6.0,2.0,4.333333333333333,37.333333333333336,0.3333333333333333,684,32,37,19.666666666666668,-9.5
A-038089,DevTools,FR,12.2,1,0.0,1004.5,36.0,0.0,1.0,0.0,6.0,2.0,3.8333333333333335,30.166666666666668,0.3333333333333333,210,15,27,3.0,4.5
A-afa505,DevTools,US,2.2,1,0.0,1715.0,70.0,0.0,0.0,0.0,2.0,0.0,3.5,36.5,0.0,299,24,3,19.666666666666668,-2.5
A-d5a319,FinTech,US,20.0,0,5.0,3153.9166666666665,70.0,1.0,1.0,1.0,1.0,0.0,4.0,17.0,0.0,604,32,12,38.0,-3.0
A-f97b9a,FinTech,US,17.8,0,1.0,2166.6363636363635,65.0,0.0,1.0,0.0,7.0,3.0,3.857142857142857,31.714285714285715,0.42857142857142855,561,29,3,29.333333333333332,-6.0
A-2f6a32,HealthTech,US,4.2,0,1.0,683.0,47.0,0.0,1.0,0.0,2.0,0.0,3.5,41.0,0.0,654,32,5,21.666666666666668,6.0
A-856b1e,FinTech,US,14.1,0,1.0,1053.5,36.0,0.0,1.0,0.0,5.0,0.0,4.0,36.0,0.0,230,17,25,16.666666666666668,-10.0
A-17939a,HealthTech,US,0.2,0,0.0,879.0,86.0,0.0,1.0,0.0,7.0,5.0,4.285714285714286,38.0,0.7142857142857143,440,25,28,13.0,-1.0
A-d27f50,Cybersecurity,UK,5.4,0,1.0,3734.5833333333335,48.0,0.0,0.0,0.0,4.0,2.0,3.75,37.5,0.5,481,29,13,19.0,-5.0
A-e36807,EdTech,AU,7.5,0,0.0,1256.9,81.0,0.0,1.0,1.0,2.0,1.0,4.5,41.0,0.5,446,27,3,29.666666666666668,-14.5
A-ff79f2,DevTools,US,8.2,0,2.0,3097.0,83.0,0.0,1.0,1.0,2.0,0.0,4.0,50.0,0.0,393,24,40,16.333333333333332,-10.0
A-5b1bcd,DevTools,US,10.7,1,1.0,8826.363636363636,73.0,0.0,0.0,0.0,2.0,1.0,4.0,62.5,0.5,684,31,3,34.0,-2.0
A-71615e,EdTech,US,1.9,1,0.0,2985.0,15.0,0.0,1.0,1.0,1.0,0.0,4.0,49.0,0.0,440,26,10,23.0,11.0
A-794a0b,HealthTech,DE,15.3,1,0.0,1510.7142857142858,35.0,0.0,1.0,1.0,0.0,0.0,4.0,36.0,0.0,232,22,17,10.0,11.0
A-86902e,HealthTech,IN,19.2,1,2.0,3252.777777777778,61.0,0.0,1.0,0.0,9.0,4.0,3.7777777777777777,40.888888888888886,0.4444444444444444,611,31,3,42.333333333333336,-17.0
A-0532a9,FinTech,IN,0.5,1,1.0,551.0,19.0,1.0,0.0,0.0,7.0,1.0,3.857142857142857,31.285714285714285,0.14285714285714285,436,27,7,28.666666666666668,13.5
A-9779ad,Cybersecurity,AU,4.4,1,0.0,6368.0,40.0,0.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,330,24,18,10.666666666666666,-6.5
A-f45426,HealthTech,US,3.3,1,2.0,980.1428571428571,57.0,1.0,0.0,0.0,3.0,2.0,4.0,17.0,0.6666666666666666,554,30,10,34.333333333333336,12.0
A-c1e51e,FinTech,US,2.6,1,1.0,2255.285714285714,55.0,1.0,1.0,0.0,5.0,5.0,3.2,40.0,1.0,513,28,5,20.0,-12.0
A-fa3095,FinTech,US,3.6,1,0.0,7822.5,70.0,0.0,1.0,1.0,2.0,2.0,4.5,59.0,1.0,334,24,47,14.666666666666666,-12.0
A-ad64c6,DevTools,UK,5.2,1,0.0,2653.3333333333335,54.0,0.0,1.0,0.0,2.0,1.0,4.5,36.0,0.5,186,14,34,11.666666666666666,-4.5
A-39b19f,FinTech,US,1.2,1,1.0,980.0,24.0,1.0,1.0,0.0,0.0,0.0,4.0,36.0,0.0,68,6,6,22.666666666666668,2.0
A-56962b,EdTech,UK,4.6,1,0.0,0.0,163.0,0.0,0.0,0.0,4.0,1.0,3.75,37.5,0.25,196,16,53,6.666666666666667,-5.0
A-e60f9d,FinTech,US,4.2,0,2.0,3387.8,60.0,1.0,1.0,0.0,2.0,2.0,4.0,70.5,1.0,629,30,64,20.666666666666668,-31.0
A-88c6ca,FinTech,DE,2.2,0,0.0,921.2857142857143,49.0,0.0,1.0,0.0,1.0,1.0,4.0,56.0,1.0,446,27,5,19.333333333333332,9.5
A-158f4e,FinTech,IN,21.1,1,0.0,3654.9166666666665,61.0,0.0,1.0,1.0,5.0,3.0,4.2,27.6,0.6,453,32,12,11.0,3.5
A-5b051a,Cybersecurity,US,4.9,0,0.0,583.0,22.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,171,14,25,16.333333333333332,11.5
A-296d7c,DevTools,DE,11.9,1,0.0,259.4,24.0,0.0,0.0,0.0,5.0,2.0,3.8,50.4,0.4,349,21,15,14.333333333333334,8.5
A-1619f8,DevTools,US,4.1,1,0.0,3832.0,55.0,0.0,1.0,0.0,2.0,0.0,4.5,39.5,0.0,370,22,20,29.333333333333332,-15.5
A-a1b80b,HealthTech,US,7.5,1,2.0,2660.875,52.0,0.0,1.0,0.0,3.0,1.0,3.6666666666666665,42.666666666666664,0.3333333333333333,521,29,1,22.0,-2.5
A-139c3b,HealthTech,US,1.3,0,1.0,1128.375,41.0,0.0,1.0,0.0,9.0,4.0,4.222222222222222,28.444444444444443,0.4444444444444444,478,27,3,31.333333333333332,2.5
A-702032,HealthTech,US,8.4,1,0.0,5572.0,28.0,0.0,1.0,1.0,2.0,0.0,3.5,44.0,0.0,221,17,21,21.333333333333332,-7.0
A-7a0d69,DevTools,DE,6.5,1,2.0,942.0,40.0,0.0,1.0,1.0,2.0,2.0,4.5,29.0,1.0,606,31,6,30.0,-1.5
A-22d9d2,DevTools,FR,6.9,1,1.0,862.3636363636364,58.0,0.0,1.0,0.0,6.0,4.0,4.0,16.0,0.6666666666666666,678,34,6,33.333333333333336,-14.5
A-b9eed8,Cybersecurity,US,2.0,1,0.0,2985.0,15.0,0.0,0.0,1.0,4.0,1.0,3.75,30.75,0.25,391,24,12,26.666666666666668,0.0
A-dfbd31,DevTools,UK,12.5,1,2.0,1791.357142857143,62.0,1.0,1.0,0.0,6.0,3.0,4.166666666666667,29.666666666666668,0.5,599,27,5,27.333333333333332,-20.5
A-8e47ca,HealthTech,US,10.5,1,1.0,3124.4444444444443,31.0,0.0,1.0,1.0,5.0,3.0,4.0,33.4,0.6,441,29,27,10.0,2.0
A-4437e4,Cybersecurity,US,9.2,1,1.0,748.7142857142857,49.0,0.0,1.0,1.0,3.0,2.0,3.6666666666666665,50.333333333333336,0.6666666666666666,616,35,2,39.0,0.0
A-779e4e,HealthTech,US,24.0,0,3.0,2808.1,98.0,1.0,1.0,0.0,5.0,4.0,4.0,26.6,0.8,393,28,12,9.333333333333334,-6.0
A-53f4e3,Cybersecurity,UK,5.7,1,0.0,1516.7777777777778,93.0,0.0,1.0,1.0,5.0,5.0,4.0,28.6,1.0,403,28,1,24.0,-8.5
A-692f18,EdTech,US,8.9,1,3.0,1797.0588235294117,50.0,1.0,1.0,1.0,2.0,1.0,4.5,37.5,0.5,858,36,4,31.666666666666668,-3.5
A-13466a,DevTools,AU,5.9,1,0.0,3999.0,40.0,0.0,1.0,1.0,2.0,2.0,5.0,13.0,1.0,145,13,13,12.0,-8.5
A-1986ca,HealthTech,IN,23.1,0,1.0,3951.5714285714284,31.0,0.0,0.0,1.0,7.0,5.0,3.5714285714285716,36.57142857142857,0.7142857142857143,362,26,39,12.333333333333334,-5.5
A-0cc442,EdTech,US,3.2,1,4.0,3507.0,97.0,1.0,0.0,0.0,3.0,1.0,3.6666666666666665,37.0,0.3333333333333333,703,34,2,35.666666666666664,0.5
A-c608c8,DevTools,DE,13.3,1,2.0,1240.2,58.0,1.0,0.0,0.0,1.0,0.0,3.0,60.0,0.0,318,23,1,20.666666666666668,8.0
A-3be56b,HealthTech,IN,7.8,1,2.0,1162.625,62.0,1.0,1.0,1.0,4.0,0.0,3.5,40.25,0.0,404,26,10,40.666666666666664,3.0
A-354f12,FinTech,US,4.7,1,1.0,3482.5,34.0,1.0,1.0,1.0,2.0,0.0,4.0,56.5,0.0,91,7,85,1.3333333333333333,-2.0
A-68f37c,HealthTech,US,17.1,1,3.0,2689.1666666666665,121.0,0.0,1.0,1.0,5.0,2.0,4.0,20.2,0.4,624,30,2,22.333333333333332,17.5
A-aa9511,DevTools,US,0.2,1,0.0,1127.0,23.0,0.0,1.0,0.0,2.0,2.0,4.0,56.5,1.0,252,18,7,41.666666666666664,-9.5
A-af0cd2,Cybersecurity,IN,9.7,1,1.0,583.5714285714286,30.0,0.0,1.0,0.0,1.0,0.0,4.0,58.0,0.0,281,18,7,35.0,6.0
A-bd4513,DevTools,AU,1.1,1,1.0,5750.666666666667,66.0,0.0,1.0,0.0,2.0,0.0,4.5,58.0,0.0,488,27,20,25.0,-1.0
A-c222ab,Cybersecurity,US,4.9,1,0.0,3168.0,32.0,0.0,1.0,1.0,1.0,1.0,4.0,37.0,1.0,350,22,7,12.666666666666666,0.5
A-34d880,Cybersecurity,AU,8.3,1,0.0,2329.3333333333335,53.0,0.0,1.0,1.0,5.0,1.0,3.0,52.2,0.2,474,29,7,21.0,-13.0
A-508199,FinTech,AU,11.1,0,0.0,1687.2,27.0,0.0,1.0,1.0,3.0,1.0,3.6666666666666665,50.666666666666664,0.3333333333333333,231,16,39,16.0,-10.5
A-f03140,DevTools,IN,10.4,1,1.0,1962.75,38.0,1.0,1.0,1.0,7.0,3.0,3.857142857142857,36.0,0.42857142857142855,518,29,8,20.333333333333332,-3.5
A-410e86,FinTech,US,1.7,0,0.0,2280.0,33.0,0.0,0.0,1.0,5.0,1.0,3.8,42.6,0.2,292,22,5,9.0,-2.5
A-fa2041,HealthTech,US,1.5,1,0.0,1274.0,52.0,0.0,1.0,0.0,1.0,0.0,3.0,16.0,0.0,441,30,3,30.333333333333332,1.5
A-de58ca,HealthTech,DE,20.7,0,0.0,2173.181818181818,105.0,0.0,1.0,1.0,5.0,1.0,3.6,30.6,0.2,505,28,11,14.0,1.0
A-05d3b3,DevTools,AU,15.4,1,0.0,865.8,55.0,0.0,0.0,0.0,5.0,2.0,4.2,25.0,0.4,533,29,13,27.0,1.5
A-249769,Cybersecurity,US,7.7,1,0.0,1209.0,56.0,0.0,1.0,0.0,2.0,1.0,4.0,39.5,0.5,633,31,8,25.666666666666668,-12.0
A-e43bf7,Cybersecurity,AU,3.0,1,1.0,8756.0,44.0,0.0,0.0,1.0,0.0,0.0,4.0,36.0,0.0,125,13,11,20.333333333333332,-3.0
A-eb2fdc,DevTools,AU,6.1,1,0.0,2759.4,47.0,0.0,1.0,0.0,5.0,0.0,4.4,33.6,0.0,363,25,30,12.666666666666666,-13.0
A-e1462e,FinTech,UK,20.8,1,2.0,1718.5714285714287,46.0,1.0,0.0,0.0,2.0,2.0,3.5,39.5,1.0,347,26,25,12.333333333333334,-3.0
A-cab532,DevTools,FR,15.2,1,2.0,1311.6,58.0,1.0,1.0,0.0,1.0,0.0,4.0,32.0,0.0,748,34,4,31.333333333333332,-24.5
A-9123ac,Cybersecurity,DE,16.1,1,1.0,2107.285714285714,42.0,1.0,1.0,1.0,4.0,2.0,4.5,33.25,0.5,333,27,1,13.0,15.0
A-6e08f3,Cybersecurity,US,11.4,1,0.0,0.0,24.0,0.0,1.0,1.0,1.0,1.0,3.0,26.0,1.0,273,19,9,37.666666666666664,2.5
A-d922bf,HealthTech,US,14.9,1,0.0,2553.8333333333335,32.0,0.0,1.0,1.0,7.0,2.0,3.7142857142857144,39.142857142857146,0.2857142857142857,405,24,2,18.666666666666668,-11.5
A-8ed5dd,EdTech,UK,16.2,1,3.0,1061.0,46.0,0.0,1.0,0.0,5.0,3.0,4.0,33.2,0.6,506,28,27,24.333333333333332,-15.0
A-7c6b6b,FinTech,US,0.3,1,0.0,1274.0,26.0,0.0,1.0,0.0,5.0,2.0,4.2,52.2,0.4,311,22,2,11.666666666666666,-4.0
A-3c1a3f,DevTools,UK,16.2,0,1.0,1242.4166666666667,82.0,1.0,0.0,0.0,4.0,1.0,3.75,33.25,0.25,497,31,12,23.666666666666668,-8.5
A-b48f73,EdTech,AU,1.6,0,0.0,4045.714285714286,80.0,0.0,0.0,0.0,3.0,2.0,4.0,28.666666666666668,0.6666666666666666,412,24,37,7.666666666666667,-6.5
A-76fa4d,HealthTech,US,0.3,1,0.0,10281.0,69.0,0.0,1.0,0.0,4.0,2.0,4.5,27.0,0.5,351,21,1,18.666666666666668,23.0
A-b2af2e,Cybersecurity,UK,2.7,1,0.0,695.3333333333334,18.0,0.0,1.0,1.0,2.0,0.0,4.0,39.5,0.0,174,14,3,10.0,9.0
A-9bfc9f,DevTools,CA,15.6,0,5.0,1704.6666666666667,60.0,1.0,1.0,0.0,6.0,3.0,3.6666666666666665,35.333333333333336,0.5,376,23,24,6.333333333333333,-3.5
A-4ae22a,EdTech,US,2.4,1,0.0,5572.0,28.0,0.0,0.0,1.0,2.0,0.0,3.5,17.0,0.0,270,21,69,4.0,-6.0
A-fda07f,Cybersecurity,FR,1.1,1,1.0,2985.0,16.0,0.0,1.0,1.0,5.0,3.0,4.0,17.8,0.6,596,30,1,39.666666666666664,-2.5
A-de24d5,DevTools,US,1.9,0,0.0,1640.5384615384614,77.0,0.0,0.0,0.0,7.0,3.0,3.7142857142857144,43.142857142857146,0.42857142857142855,537,29,40,19.0,-12.5
A-977ca0,HealthTech,IN,22.4,0,1.0,1878.4375,92.0,0.0,1.0,0.0,3.0,2.0,4.0,64.0,0.6666666666666666,893,38,8,52.666666666666664,-6.5
A-ab438f,Cybersecurity,US,2.6,1,1.0,2626.8,64.0,0.0,0.0,1.0,2.0,2.0,3.5,33.5,1.0,362,25,26,10.666666666666666,2.0
A-e89151,FinTech,UK,15.6,0,3.0,2414.8888888888887,44.0,0.0,1.0,1.0,2.0,0.0,4.5,41.5,0.0,601,30,2,26.333333333333332,16.0
A-40906c,EdTech,US,9.2,0,0.0,5366.666666666667,92.0,0.0,1.0,0.0,5.0,1.0,3.8,29.2,0.2,685,32,29,24.333333333333332,-4.0
A-81edc3,Cybersecurity,IN,13.6,1,2.0,1502.6363636363637,44.0,0.0,0.0,1.0,3.0,3.0,4.0,52.666666666666664,1.0,720,32,6,41.666666666666664,14.5
A-328bd0,HealthTech,AU,19.6,0,2.0,1229.1538461538462,39.0,1.0,1.0,0.0,5.0,2.0,3.8,46.0,0.4,568,30,8,24.666666666666668,-4.0
A-b3fe05,Cybersecurity,CA,7.2,0,0.0,2721.5555555555557,55.0,0.0,0.0,0.0,4.0,4.0,3.5,48.25,1.0,438,29,3,10.0,1.0
A-09540c,Cybersecurity,CA,4.2,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.5,28.0,0.5,171,14,19,2.6666666666666665,4.0
A-e693b6,FinTech,AU,16.6,1,1.0,2110.0,55.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,638,28,31,10.333333333333334,-8.0
A-2446e3,EdTech,IN,6.6,1,1.0,2673.0,27.0,1.0,1.0,0.0,2.0,1.0,4.0,39.0,0.5,361,26,2,25.0,-15.0
A-241e75,EdTech,US,5.6,1,1.0,718.8,46.0,1.0,1.0,0.0,4.0,1.0,4.25,31.5,0.25,266,17,6,16.666666666666668,6.0
A-922109,Cybersecurity,US,10.7,1,0.0,1086.0,72.0,0.0,1.0,0.0,3.0,1.0,3.6666666666666665,25.333333333333332,0.3333333333333333,806,35,6,36.0,-5.0
A-ff3c73,HealthTech,AU,15.4,1,0.0,536.4,66.0,0.0,1.0,1.0,2.0,1.0,3.5,35.5,0.5,245,24,7,8.0,2.0
A-8b0451,FinTech,UK,3.4,1,0.0,3170.9,43.0,0.0,1.0,1.0,7.0,5.0,3.7142857142857144,26.571428571428573,0.7142857142857143,599,31,15,17.333333333333332,-0.5
A-331424,DevTools,US,3.5,1,0.0,799.3333333333334,11.0,0.0,0.0,0.0,2.0,0.0,4.0,24.5,0.0,109,10,22,5.666666666666667,8.5
A-51ec1b,DevTools,US,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,43.0,0.5,145,11,4,11.666666666666666,0.5
A-bcf664,DevTools,US,16.6,1,0.0,912.0,59.0,0.0,1.0,0.0,4.0,3.0,4.0,44.5,0.75,486,29,2,25.666666666666668,-2.0
A-90a8c8,FinTech,AU,0.2,1,0.0,1568.0,32.0,0.0,1.0,0.0,4.0,2.0,3.25,45.0,0.5,332,20,16,10.333333333333334,10.5
A-86cdb4,DevTools,DE,3.3,0,0.0,394.55555555555554,52.0,0.0,1.0,0.0,5.0,4.0,4.2,26.4,0.8,492,27,24,40.333333333333336,-7.5
A-4bfa33,Cybersecurity,US,0.7,1,0.0,800.8571428571429,72.0,0.0,1.0,1.0,4.0,3.0,3.75,16.5,0.75,329,23,2,28.333333333333332,20.5
A-dbc825,EdTech,FR,0.9,1,1.0,3781.0,19.0,0.0,0.0,1.0,2.0,2.0,3.5,62.5,1.0,381,23,8,35.333333333333336,-27.0
A-c70870,Cybersecurity,US,1.7,1,1.0,294.5,31.0,0.0,1.0,0.0,5.0,1.0,4.0,35.6,0.2,301,20,27,11.333333333333334,-2.5
A-7c4956,DevTools,US,19.9,0,0.0,426.125,51.0,0.0,1.0,0.0,3.0,2.0,4.0,13.666666666666666,0.6666666666666666,475,27,6,25.0,-7.0
A-0651a4,HealthTech,FR,2.3,1,0.0,2259.214285714286,60.0,0.0,0.0,0.0,4.0,4.0,4.0,29.25,1.0,705,34,9,47.333333333333336,-12.0
A-3ce5b8,FinTech,IN,12.4,1,0.0,2749.6666666666665,189.0,0.0,1.0,1.0,8.0,5.0,4.0,38.5,0.625,447,27,4,18.0,4.0
A-bd4708,FinTech,US,5.4,0,1.0,2998.076923076923,69.0,0.0,1.0,1.0,4.0,2.0,3.75,24.0,0.5,653,33,2,31.0,-4.0
A-993085,HealthTech,US,7.7,1,2.0,4166.875,49.0,1.0,1.0,0.0,0.0,0.0,4.0,36.0,0.0,381,24,4,17.333333333333332,-0.5
A-92a3af,Cybersecurity,IN,5.8,0,2.0,3139.818181818182,77.0,1.0,1.0,0.0,4.0,1.0,4.0,57.5,0.25,714,35,14,39.0,-17.0
A-151c9a,FinTech,US,9.2,1,1.0,1274.0,29.0,1.0,1.0,0.0,0.0,0.0,4.0,36.0,0.0,131,12,16,20.666666666666668,3.0
A-474ad4,EdTech,US,13.1,0,2.0,808.3333333333334,53.0,1.0,0.0,1.0,3.0,1.0,4.333333333333333,33.0,0.3333333333333333,605,34,21,25.666666666666668,-7.5
A-4ef964,HealthTech,US,3.4,1,0.0,1683.0,17.0,0.0,1.0,0.0,2.0,1.0,3.5,31.5,0.5,276,25,23,21.333333333333332,-10.5
A-fd9422,Cybersecurity,US,8.9,0,2.0,3125.5555555555557,58.0,1.0,1.0,0.0,6.0,3.0,3.5,44.333333333333336,0.5,456,27,2,25.666666666666668,14.0
A-0baac2,FinTech,DE,6.8,1,0.0,3083.3333333333335,33.0,0.0,1.0,1.0,6.0,4.0,4.166666666666667,43.5,0.6666666666666666,202,19,54,7.666666666666667,-8.0
A-bb1486,HealthTech,US,0.6,1,1.0,2482.6666666666665,69.0,1.0,1.0,0.0,3.0,2.0,3.6666666666666665,11.0,0.6666666666666666,385,24,34,12.0,-12.0
A-560d27,DevTools,US,7.9,0,1.0,3470.0833333333335,71.0,0.0,1.0,0.0,4.0,0.0,3.75,30.75,0.0,587,27,65,14.0,-21.0
A-0b0d6d,DevTools,US,0.0,1,0.0,1800.4,36.0,0.0,1.0,1.0,5.0,3.0,4.0,31.4,0.6,582,32,5,22.333333333333332,-0.5
A-2789e3,FinTech,US,3.6,0,2.0,2040.75,61.0,1.0,1.0,0.0,4.0,0.0,4.0,47.25,0.0,680,33,1,42.666666666666664,-20.0
A-b07346,HealthTech,US,1.1,1,0.0,969.0,51.0,0.0,1.0,0.0,2.0,1.0,4.0,61.0,0.5,318,22,111,0.0,0.0
A-902ef7,HealthTech,US,0.8,1,0.0,4067.0,83.0,0.0,1.0,0.0,2.0,2.0,4.0,48.5,1.0,369,28,3,20.0,12.5
A-20736a,EdTech,IN,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,25.0,1.0,298,17,6,46.0,-22.5
A-e4bf56,HealthTech,IN,2.1,0,1.0,2703.714285714286,37.0,1.0,1.0,1.0,8.0,6.0,3.75,29.125,0.75,339,25,9,23.666666666666668,-3.0
A-cea1f0,FinTech,US,8.8,0,2.0,1224.4,30.0,1.0,0.0,1.0,5.0,3.0,4.2,42.2,0.6,586,28,9,32.333333333333336,8.0
A-ef84cf,EdTech,US,8.7,1,1.0,1501.4,34.0,1.0,1.0,0.0,5.0,2.0,4.2,34.8,0.4,282,20,10,12.666666666666666,-0.5
A-d49cc5,Cybersecurity,FR,6.8,1,0.0,1700.0,50.0,0.0,1.0,0.0,0.0,0.0,4.0,36.0,0.0,330,22,21,11.333333333333334,4.0
A-67be94,EdTech,US,14.9,1,0.0,3442.6666666666665,62.0,0.0,1.0,1.0,3.0,3.0,4.333333333333333,38.333333333333336,1.0,283,21,9,11.333333333333334,3.5
A-4e960a,FinTech,US,11.5,0,1.0,1995.1666666666667,71.0,1.0,1.0,0.0,6.0,3.0,4.0,29.166666666666668,0.5,512,29,4,32.666666666666664,-2.5
A-c37cab,Cybersecurity,UK,3.6,1,2.0,3123.5555555555557,98.0,1.0,1.0,0.0,4.0,2.0,3.75,33.0,0.5,657,32,4,33.333333333333336,-2.5
A-533452,DevTools,AU,1.1,1,1.0,2214.25,101.0,1.0,1.0,0.0,4.0,2.0,4.0,32.75,0.5,595,32,1,18.333333333333332,17.0
A-443b7c,Cybersecurity,US,3.8,0,4.0,1503.875,84.0,0.0,1.0,0.0,8.0,6.0,4.25,29.25,0.75,618,28,5,31.333333333333332,-0.5
A-1f7acb,FinTech,UK,16.9,0,4.0,5864.0,64.0,1.0,1.0,1.0,7.0,4.0,4.285714285714286,41.714285714285715,0.5714285714285714,510,26,19,10.666666666666666,-1.0
A-f51f16,HealthTech,US,11.4,1,2.0,1663.75,60.0,0.0,1.0,0.0,4.0,3.0,3.5,29.25,0.75,376,24,26,13.0,1.5
A-5a3eb9,DevTools,CA,9.8,1,1.0,1570.6666666666667,65.0,1.0,1.0,1.0,3.0,2.0,4.0,24.0,0.6666666666666666,566,28,5,27.0,4.0
A-5f2961,HealthTech,US,0.2,1,0.0,1393.0,7.0,0.0,1.0,1.0,1.0,1.0,4.0,53.0,1.0,348,22,24,10.666666666666666,-2.5
A-417d2f,Cybersecurity,IN,17.9,1,1.0,1433.3125,51.0,0.0,1.0,0.0,6.0,4.0,4.166666666666667,43.5,0.6666666666666666,722,37,19,24.0,-4.5
A-e98302,EdTech,US,12.2,0,0.0,2094.5,58.0,0.0,1.0,0.0,9.0,5.0,4.111111111111111,44.44444444444444,0.5555555555555556,273,21,20,10.0,-4.5
A-8bde0c,DevTools,US,1.8,1,2.0,1899.888888888889,93.0,0.0,1.0,1.0,3.0,1.0,4.0,25.666666666666668,0.3333333333333333,773,34,24,15.666666666666666,-11.0
A-bcf87c,FinTech,US,6.2,0,1.0,1979.090909090909,51.0,1.0,1.0,1.0,2.0,0.0,4.0,63.0,0.0,503,26,18,25.666666666666668,-7.0
A-54ecc2,Cybersecurity,US,17.4,1,1.0,1469.8181818181818,34.0,1.0,1.0,1.0,5.0,2.0,4.4,37.4,0.4,563,27,4,13.333333333333334,-7.0
A-625d0b,EdTech,AU,4.0,0,0.0,1081.1818181818182,42.0,0.0,1.0,1.0,5.0,3.0,3.8,48.4,0.6,529,32,23,29.0,13.5
A-fce879,EdTech,UK,2.3,1,1.0,1599.5,45.0,1.0,1.0,1.0,2.0,1.0,4.0,28.0,0.5,299,25,3,19.333333333333332,3.0
A-b07b56,DevTools,US,1.5,1,0.0,1132.2666666666667,34.0,0.0,1.0,0.0,4.0,4.0,3.75,31.25,1.0,609,32,3,17.666666666666668,13.5
A-6da850,FinTech,IN,12.6,1,4.0,1388.6923076923076,37.0,1.0,1.0,0.0,3.0,2.0,4.0,50.666666666666664,0.6666666666666666,683,30,29,26.666666666666668,-13.5
A-342303,EdTech,US,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.333333333333333,29.333333333333332,0.6666666666666666,87,8,108,0.0,0.0
A-e7a1e2,Cybersecurity,US,5.6,1,0.0,1109.6,33.0,0.0,1.0,1.0,1.0,0.0,4.0,45.0,0.0,686,34,1,33.0,17.5
A-f1f639,EdTech,US,13.3,1,1.0,376.0,5.0,0.0,1.0,0.0,3.0,1.0,4.333333333333333,12.333333333333334,0.3333333333333333,90,8,160,0.0,0.0
A-a865bd,Cybersecurity,US,5.9,1,0.0,1862.0,38.0,0.0,1.0,0.0,0.0,0.0,4.0,36.0,0.0,143,14,41,7.666666666666667,-2.0
A-4e631b,FinTech,US,9.6,0,2.0,2218.0,40.0,1.0,1.0,0.0,2.0,1.0,4.0,24.5,0.5,502,32,13,25.666666666666668,-6.5
A-7f6b86,HealthTech,US,10.5,1,3.0,1134.3333333333333,59.0,0.0,1.0,0.0,3.0,2.0,3.6666666666666665,42.666666666666664,0.6666666666666666,335,22,4,19.333333333333332,14.0
A-8adedc,EdTech,US,10.7,0,0.0,2023.4285714285713,79.0,0.0,1.0,0.0,4.0,1.0,4.0,49.25,0.25,583,32,1,12.333333333333334,15.0
A-2edab2,HealthTech,US,7.2,1,0.0,1088.0,17.0,0.0,1.0,1.0,3.0,1.0,3.6666666666666665,36.0,0.3333333333333333,380,21,3,40.0,-1.5
A-149a69,DevTools,US,1.6,1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,4.125,33.875,0.625,208,18,109,0.0,0.0
A-a6d261,FinTech,CA,3.4,1,1.0,1292.5,28.0,0.0,1.0,1.0,2.0,1.0,5.0,31.5,0.5,388,28,1,35.0,8.5
A-443f6f,Cybersecurity,US,0.8,0,1.0,1510.4444444444443,38.0,0.0,1.0,0.0,4.0,2.0,4.5,28.0,0.5,527,31,6,25.333333333333332,4.0
A-202b67,HealthTech,US,5.8,1,1.0,1549.625,61.0,0.0,1.0,0.0,4.0,3.0,4.5,36.75,0.75,354,27,2,19.666666666666668,-2.0
A-00bed1,Cybersecurity,US,1.6,1,1.0,1159.0,61.0,0.0,1.0,0.0,2.0,2.0,4.0,36.0,1.0,236,22,14,25.0,2.0
A-ffc04f,EdTech,US,1.9,1,0.0,2641.0,55.0,0.0,0.0,0.0,7.0,3.0,4.285714285714286,17.714285714285715,0.42857142857142855,653,32,1,42.0,-16.0
A-65c341,FinTech,US,11.7,1,0.0,3818.25,84.0,0.0,1.0,0.0,5.0,4.0,4.0,41.4,0.8,397,25,91,0.0,0.0
A-dcc2f0,FinTech,UK,8.6,1,1.0,1465.875,25.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,550,32,6,56.0,-30.5
A-ced9aa,DevTools,US,2.9,0,0.0,568.3636363636364,22.0,0.0,1.0,0.0,7.0,2.0,3.857142857142857,28.857142857142858,0.2857142857142857,531,33,26,13.666666666666666,-8.0
A-3d957b,HealthTech,UK,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.6666666666666665,41.333333333333336,1.0,115,11,25,6.333333333333333,-2.5
